STUDYID	DOMAIN	SUBJIDN	GFGRPID	GFREFID	GFTESTCD	GFTEST	GFTSTDTL	GFCAT	GFORRES	GFORRESU	GFORREF	GFRESCAT	GFGENREF	GFSYM	GFGENLOC	GFGENSR	GFSEQID	GFPVRID	GFSTAT	GFREASND	GFNAM	GFSPEC	MATRIX	GFMETHOD	GFANMETH	VISIT	GFDTC	GFTPT	GFTPTREF	GFTPTNUM	GFSIGDTL	SWVER
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-548ap-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-3158-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		5150				GRCh38 miRBase V22				hsa-miR-147b-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		117				GRCh38 miRBase V22				hsa-miR-2115-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4327				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-6763-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6130				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4789-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		4				GRCh38 miRBase V22				hsa-miR-148b-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-1538				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		34				GRCh38 miRBase V22				hsa-miR-548am-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-4797-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6514-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		8929				GRCh38 miRBase V22				hsa-miR-3928-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-491-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-485-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6789-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-3120-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		11				GRCh38 miRBase V22				hsa-miR-6500-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		775				GRCh38 miRBase V22				hsa-miR-6764-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-6722-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-568				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-12123				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-3198				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-654-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-7110-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		148				GRCh38 miRBase V22				hsa-miR-4758-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-519b-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		110				GRCh38 miRBase V22				hsa-miR-4687-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4712-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-149-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-663a				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-548as-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-3920				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-920				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6503-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6765-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-1250-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		12				GRCh38 miRBase V22				hsa-miR-4526				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-490-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		679				GRCh38 miRBase V22				hsa-miR-663b				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		467				GRCh38 miRBase V22				hsa-miR-3130-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6892-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-196a-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		448834				GRCh38 miRBase V22				hsa-miR-3169				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		75				GRCh38 miRBase V22				hsa-miR-4767				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-4797-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-802				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-8059				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-631				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-487b-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-650				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		6				GRCh38 miRBase V22				hsa-miR-4658				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-885-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		29				GRCh38 miRBase V22				hsa-miR-2114-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-1185-1-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6809-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-548n				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6837-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-7151-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-376c-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		109				GRCh38 miRBase V22				hsa-miR-6872-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-548ae-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-323b-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-3177-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-137-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-7162-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-518f-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		1077				GRCh38 miRBase V22				hsa-miR-548ac				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		6				GRCh38 miRBase V22				hsa-miR-106a-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-301b-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-423-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		15				GRCh38 miRBase V22				hsa-miR-4474-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-369-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-5692c				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-214-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		1				GRCh38 miRBase V22				hsa-miR-6755-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		3				GRCh38 miRBase V22				hsa-miR-654-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		29				GRCh38 miRBase V22				hsa-miR-190b-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-101-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-147b-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		44				GRCh38 miRBase V22				hsa-miR-6716-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6764-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-548h-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		10886				GRCh38 miRBase V22				hsa-miR-4743-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		14				GRCh38 miRBase V22				hsa-miR-4757-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6769b-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-3692-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-548b-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		10				GRCh38 miRBase V22				hsa-miR-664a-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-6770-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-5091				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_25	TRNSCPTN	Transcription	FRAGMENT COUNT		2				GRCh38 miRBase V22				hsa-miR-6823-5p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 02						nf-core/smrnaseq: v2.3.1-g5901bea
1234-5678	GF	9009543277		TEST0001_26	TRNSCPTN	Transcription	FRAGMENT COUNT		0				GRCh38 miRBase V22				hsa-miR-424-3p				ExternalSupplierName	miRNA	PLASMA	NEXT GENERATION SEQUENCING		VISIT 05						nf-core/smrnaseq: v2.3.1-g5901bea
